title,price,description,in_stock,image_link
Смартфон Xiaomi Redmi Note 9 3/64GB Midnight Grey (Восстановленный),Нет цены,"Операционная система: Android 10  / Количество SIM-карт: 2  / Диагональ дисплея: 6,53″ - 16,59 см  / Объем встроенной памяти: 64 GB  / Основная камера: 48 Mpx + 8 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 13 Mpx  / NFC: Нет ",Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3748_9_1.jpg
Смартфон ОРРО A12 3/32GB Blue (Восстановленный),Нет цены,Операционная система: ColorOS 6.1.2 на базе Android 9  / Количество SIM-карт: 2  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx + 2 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3696_5_1.jpg
Смартфон Samsung Galaxy A12 3/32GB Blue (Восстановленный),Нет цены,Операционная система: Android 10  / Количество SIM-карт: 2  / Объем встроенной памяти: 32 GB  / Основная камера: 48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Да ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3742_8_1.jpg
Смартфон ОРРО A72 4/128GB Twilight Black (Восстановленный),Нет цены,Операционная система: Android  / Количество SIM-карт: 2  / Объем встроенной памяти: 128 GB  / Основная камера: 48 Мп + 8 Мп + 2 Мп + 2 Мп  / Фронтальная камера: 16 Mpx  / NFC: Нет ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3749_9_1.jpg
Смартфон ОРРО A12 3/32GB Black (Восстановленный),Нет цены,Операционная система: ColorOS 6.1.2 на базе Android 9  / Количество SIM-карт: 2  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx + 2 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3695_5_1.jpg
Смартфон Samsung Galaxy A32 4/128GB Black (Восстановленный),Нет цены,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,4″ - 16,25 см  / Объем встроенной памяти: 128 GB  / Основная камера: 64 Mpx + 8 Mpx + 5 Mpx + 5 Mpx  / Фронтальная камера: 20 Mpx  / NFC: Да ",Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3722_7_1.jpg
Смартфон Samsung Galaxy A11 Black (Восстановленный),Нет цены,Операционная система: Android 10  / Количество SIM-карт: 2  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx + 5 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Да ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3693_6_1.jpg
"Смартфон Realme C25Y 4/128 Gb Blue, RMX3269",Нет цены,Операционная система: Android 11  / Количество SIM-карт: 2  / Объем встроенной памяти: 128 GB  / Основная камера: 50+2+2 Мпикс  / Фронтальная камера: 8 Мп  / NFC: Нет ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3616_2_6.png
Смартфон Xiaomi Redmi 9A 2/32GB Peacock Green (Восстановленный),Нет цены,"Операционная система: Android 10  / Количество SIM-карт: 2  / Диагональ дисплея: 6,53″ - 16,59 см  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3699_0_1.jpg
Смартфон Samsung Galaxy A21s Red (Восстановленный),Нет цены,Операционная система: Android  / Количество SIM-карт: 2  / Объем встроенной памяти: 32 GB  / Основная камера: 48 Мп + 8 Мп + 2 Мп + 2 Мп  / Фронтальная камера: 13 Mpx  / NFC: Да ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3752_6_1.jpg
"Смартфон Realme C25Y 4/128 Gb Grey, RMX3269",Нет цены,Операционная система: Android 11  / Количество SIM-карт: 2  / Объем встроенной памяти: 128 GB  / Основная камера: 50+2+2 Мпикс  / Фронтальная камера: 8 Мп  / NFC: Нет ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3615_0_6.png
Смартфон Samsung Galaxy A31 Blue (Восстановленный),Нет цены,Операционная система: Android  / Количество SIM-карт: 2  / Объем встроенной памяти: 64 GB  / Основная камера: 48 Mpx + 8 Mpx + 5 Mpx + 5 Mpx  / Фронтальная камера: 20 Mpx  / NFC: Да ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3686_5_1.jpg
Смартфон Xiaomi Redmi 10 2022 4/64GB Sea Blue,Нет цены,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,55″ - 16,64 см  / Объем встроенной памяти: 64 GB  / Основная камера: 50 Mpx + 8 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3596_3_1.jpg
Нет названия,Нет цены,Нет описания,Нет в наличии,Нет картинки
Смартфон Samsung Galaxy A41 Blue (Воcстановленный),Нет цены,Операционная система: Android  / Количество SIM-карт: 2  / Объем встроенной памяти: 64 GB  / Основная камера: 48 Mpx + 8 Mpx + 5 Mpx  / Фронтальная камера: 25 Mpx  / NFC: Да ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3689_0_1.jpg
Смартфон Samsung Galaxy A12 3/32GB Black (Восстановленный),Нет цены,Операционная система: Android 10  / Количество SIM-карт: 2  / Объем встроенной памяти: 32 GB  / Основная камера: 48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Да ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3743_8_1.jpg
Смартфон Samsung Galaxy A22 4/128GB Black (Восстановленный),Нет цены,Операционная система: Android  / Количество SIM-карт: 2  / Объем встроенной памяти: 128 GB  / Основная камера: 48 Мп + 8 Мп + 2 Мп + 2 Мп  / Фронтальная камера: 13 Mpx  / NFC: Да ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3755_8_1.jpg
Смартфон Samsung Galaxy A11 Red (Восстановленный),Нет цены,Операционная система: Android 10  / Количество SIM-карт: 2  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx + 5 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Да ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3694_6_1.jpg
Смартфон Vivo Y01 2/32GB Elegant Black,Нет цены,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 32 GB  / Основная камера: 8 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3759_0_1.jpg
Смартфон Samsung Galaxy A02 Black (Восстановленный),Нет цены,Операционная система: Android 10  / Количество SIM-карт: 2  / Объем встроенной памяти: 32 GB  / Основная камера: 13 Mpx + 2 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3720_8_1.jpg
Смартфон Xiaomi Redmi 10 2022 4/64GB Pebble White,Нет цены,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,55″ - 16,64 см  / Объем встроенной памяти: 64 GB  / Основная камера: 50 Mpx + 8 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ",Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3597_11_1.jpg
Смартфон Xiaomi Redmi Note 10 4/128GB Onyx Gray (Восстановленный),Нет цены,"Операционная система: MIUI 12 (на базе Android 11)  / Количество SIM-карт: 2  / Диагональ дисплея: 6,4″ - 16,25 см  / Объем встроенной памяти: 128 GB  / Основная камера: 48 Mpx + 8 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 13 Mpx  / NFC: Нет ",Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3729_7_1.jpg
Смартфон Samsung Galaxy A12 3/32GB Red (Восстановленный),Нет цены,Операционная система: Android 10  / Количество SIM-карт: 2  / Объем встроенной памяти: 32 GB  / Основная камера: 48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Да ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3714_0_1.jpg
Смартфон Vivo Y01 2/32GB Sapphire Blue,Нет цены,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,5″ - 16,51 см  / Объем встроенной памяти: 32 GB  / Основная камера: 8 Mpx  / Фронтальная камера: 5 Mpx  / NFC: Нет ",Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3760_0_1.jpg
Смартфон Samsung Galaxy A32 4/128GB Awesome Violet (Восстановленный),Нет цены,"Операционная система: Android 11  / Количество SIM-карт: 2  / Диагональ дисплея: 6,4″ - 16,25 см  / Объем встроенной памяти: 128 GB  / Основная камера: 64 Mpx + 8 Mpx + 5 Mpx + 5 Mpx  / Фронтальная камера: 20 Mpx  / NFC: Да ",Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3723_8_1.jpg
Смартфон HUAWEI P40 Lite E Midnight Black (Восстановленный),Нет цены,Операционная система: EMUI 10.1 (на базе Android 10)  / Количество SIM-карт: 2  / Объем встроенной памяти: 64 GB  / Основная камера: 48 Мп + 8 Мп + 2 Мп  / Фронтальная камера: 8 Mpx  / NFC: Нет ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3751_1_1.jpg
Смартфон Vivo Y31 4/64 GB Racing Black (Восстановленный),Нет цены,Операционная система: Android 11  / Количество SIM-карт: 2  / Объем встроенной памяти: 64 GB  / Основная камера: 48 Mpx + 2 Mpx + 2 Mpx  / Фронтальная камера: 8 Mpx  / NFC: Нет ,Нет в наличии,https://object.pscloud.io/cms/cms/Photo/img_0_77_3756_0_1.jpg
